Uniprot IDs&Protein names&Gene Names&1-cell&2-cell&16-cell&128-cell&1k-cell&Oblong&Dome&50%-epiboly&Shield&75%-epiboly&Bud&6-Somite&14-Somite&21-Somite&26-Somite&Prim-5&Significance
A0A068F9P7&Beta-1,3-glucosyltransferase (EC 2.4.1.122) (Beta-3-glucosyltransferase a)&b3glcta b3galtla si:dkey-1o1.2&0&-0.06422576666666657&-0.007561230000000307&0.015099556666667624&-0.025022793333334903&-0.06928616000000254&-0.23002052333333545&-0.18750928666666766&-0.20732473000000162&-0.321547653333333&-0.3577318566666676&-0.41479023000000126&-0.5593773433333364&-0.5067756533333334&-0.6643471400000021&-0.6444002133333342&No
A0A0A0V9A1&NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2)&mt-nd2 ND2&0&0.10578865333333454&-0.003973446666666547&-0.05654086333333552&0.08135209333333293&-0.06981034000000008&0.07891480666666695&0.01869278999999935&0.03520012333333611&-0.03903328666666539&-0.14682717333333173&-0.17961475333333254&-0.13490408333333193&-0.21627311666666849&-0.3186331799999973&0.017045076666665437&No
Q9MIY9&NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2)&mt-nd2 ND2&0&0.10578865333333454&-0.003973446666666547&-0.05654086333333552&0.08135209333333293&-0.06981034000000008&0.07891480666666695&0.01869278999999935&0.03520012333333611&-0.03903328666666539&-0.14682717333333173&-0.17961475333333254&-0.13490408333333193&-0.21627311666666849&-0.3186331799999973&0.017045076666665437&No
A0A0A0V9A8&ATP synthase protein 8&mt-atp8 ATP8&0&0.04989213666666714&0.018775839999999988&0.10240674666667005&0.11888329333333658&0.06973475333333568&0.11504090000000033&0.10829814333333232&0.06276311999999962&0.05734420666667006&0.06582441000000117&0.02846400666666682&0.021930036666667263&-0.04889445333333242&-0.04239954999999895&-0.20544982666666556&No
Q9MIY6&ATP synthase protein 8&mt-atp8 ATP8&0&0.04989213666666714&0.018775839999999988&0.10240674666667005&0.11888329333333658&0.06973475333333568&0.11504090000000033&0.10829814333333232&0.06276311999999962&0.05734420666667006&0.06582441000000117&0.02846400666666682&0.021930036666667263&-0.04889445333333242&-0.04239954999999895&-0.20544982666666556&No
A0A0A0VA51&NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2)&mt-nd4l ND4L&0&-0.024145836666665588&-0.19489831999999652&-0.20494497333333328&-0.061661793333332326&-0.1715200699999997&-0.18489699999999942&-0.18568281333333125&-0.21843430999999924&-0.23584445333333193&-0.35748596999999904&-0.4097788799999993&-0.5194423566666675&-0.633962519999999&-0.6606548133333323&-0.4411664299999991&Yes
Q9MIY2&NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2)&mt-nd4l ND4L&0&-0.024145836666665588&-0.19489831999999652&-0.20494497333333328&-0.061661793333332326&-0.1715200699999997&-0.18489699999999942&-0.18568281333333125&-0.21843430999999924&-0.23584445333333193&-0.35748596999999904&-0.4097788799999993&-0.5194423566666675&-0.633962519999999&-0.6606548133333323&-0.4411664299999991&Yes
A0A0A0VDB5&Cytochrome b&mt-cyb CYTB&0&0.007574120000001017&0.05586055666666745&-0.03742145666666552&-0.056116806666667074&-0.07360041999999822&0.035544129999999896&-0.04097664999999928&-0.09592790333333312&-0.019775619999998995&-0.09146737333333199&-0.1615573699999988&-0.013828863333332109&-0.16113979333333361&-0.15924476999999904&0.001141109999998946&No
Q9MIX8&Cytochrome b&mt-cyb CYTB&0&0.007574120000001017&0.05586055666666745&-0.03742145666666552&-0.056116806666667074&-0.07360041999999822&0.035544129999999896&-0.04097664999999928&-0.09592790333333312&-0.019775619999998995&-0.09146737333333199&-0.1615573699999988&-0.013828863333332109&-0.16113979333333361&-0.15924476999999904&0.001141109999998946&No
